"id","ClassRegisterID","Bal_bf","Uniform","uniform_no","Transport","Transport_months","Lunch","Lunch_months","OtherLevyIndv"
"339","360","0.00","3000.00","300.00","900.00","3.00","600.00","3.00","200.00"
"340","383","0.00","0.00","0.00","500.00","1.50","0.00","0.00","0.00"
"341","115","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2700.00"
"342","365","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2700.00"
"343","366","0.00","0.00","450.00","0.00","0.00","0.00","0.00","0.00"
"344","341","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2100.00"
"345","359","0.00","0.00","4000.00","900.00","3.00","600.00","3.00","0.00"
"346","389","0.00","0.00","700.00","1400.00","3.00","600.00","3.00","100.00"
"347","379","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"348","388","0.00","0.00","700.00","1400.00","3.00","600.00","3.00","0.00"
"349","364","0.00","0.00","1400.00","900.00","3.00","600.00","3.00","300.00"
"350","361","3600.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"351","394","0.00","3150.00","0.00","1100.00","2.00","600.00","1.50","300.00"
"352","395","0.00","1550.00","0.00","900.00","2.00","600.00","2.00","0.00"
"353","398","0.00","1400.00","0.00","900.00","1.50","0.00","0.00","300.00"
"354","408","0.00","3300.00","0.00","700.00","1.00","600.00","1.00","50.00"
"355","403","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"356","393","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"357","407","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"358","410","4600.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"359","411","0.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"360","412","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"361","424","6450.00","0.00","0.00","1000.00","3.00","600.00","3.00","0.00"
"362","413","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"363","414","17400.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"364","423","0.00","0.00","0.00","500.00","3.00","600.00","3.00","0.00"
"365","415","4450.00","0.00","0.00","800.00","3.00","600.00","3.00","0.00"
"366","416","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"367","417","0.00","0.00","0.00","800.00","3.00","600.00","3.00","0.00"
"368","418","0.00","0.00","0.00","500.00","3.00","0.00","0.00","0.00"
"369","419","5800.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"370","420","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"371","421","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"372","422","300.00","0.00","0.00","900.00","3.00","600.00","3.00","300.00"
"375","619","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"376","620","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"378","622","0.00","0.00","0.00","0.00","3.00","0.00","0.00","0.00"
"379","623","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"380","624","-450.00","2100.00","0.00","700.00","1.00","0.00","0.00","0.00"
"381","626","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"383","628","350.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"385","629","0.00","0.00","0.00","900.00","3.00","600.00","0.00","0.00"
"386","630","0.00","0.00","0.00","1100.00","3.00","0.00","0.00","0.00"
"387","631","1300.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"388","632","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"389","633","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"390","634","5100.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"391","635","2100.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"392","636","3400.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"393","637","800.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"394","638","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"395","639","900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"396","640","1800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"397","641","-1050.00","0.00","0.00","1100.00","1.50","0.00","0.00","0.00"
"398","642","0.00","700.00","0.00","1000.00","3.00","600.00","3.00","0.00"
"399","643","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"400","644","1400.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"401","645","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"402","646","4800.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"404","648","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"405","649","700.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"406","650","900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"407","651","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"408","652","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"409","653","2650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"410","654","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"411","655","-1050.00","0.00","0.00","1000.00","0.75","0.00","0.00","0.00"
"412","656","0.00","0.00","0.00","700.00","3.00","600.00","3.00","50.00"
"413","657","0.00","2300.00","0.00","1100.00","1.50","600.00","1.50","0.00"
"414","658","4400.00","0.00","0.00","1200.00","3.00","600.00","3.00","0.00"
"415","659","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"416","660","1050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"417","661","2400.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"418","663","1000.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"419","664","0.00","1600.00","0.00","0.00","0.00","0.00","0.00","0.00"
"420","665","1550.00","0.00","0.00","900.00","3.00","0.00","0.00","0.00"
"421","666","300.00","0.00","0.00","700.00","3.00","0.00","0.00","0.00"
"422","667","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"423","668","1850.00","0.00","0.00","1100.00","1.00","0.00","0.00","0.00"
"424","669","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"425","625","-1050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"426","670","-1050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"427","671","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"428","672","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"429","581","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"430","582","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"431","583","4850.00","0.00","0.00","1200.00","3.00","600.00","3.00","0.00"
"432","584","4900.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"433","585","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"435","587","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"436","588","1100.00","0.00","0.00","1300.00","3.00","600.00","3.00","0.00"
"437","589","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"438","590","0.00","0.00","0.00","700.00","3.00","0.00","0.00","0.00"
"439","591","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"440","592","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"441","593","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"442","594","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"443","595","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"444","596","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"445","597","300.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00"
"446","598","3300.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"447","673","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"448","600","2600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"449","601","3300.00","400.00","0.00","900.00","3.00","600.00","3.00","0.00"
"450","602","0.00","0.00","0.00","700.00","3.00","600.00","3.00","50.00"
"451","603","1100.00","0.00","0.00","1300.00","3.00","600.00","3.00","0.00"
"452","604","6400.00","0.00","0.00","900.00","3.00","600.00","3.00","50.00"
"453","605","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"454","606","2000.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"455","607","750.00","1600.00","0.00","0.00","0.00","0.00","0.00","0.00"
"456","608","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"457","609","500.00","0.00","0.00","1000.00","3.00","600.00","3.00","50.00"
"458","610","500.00","0.00","0.00","1000.00","3.00","600.00","3.00","50.00"
"459","611","0.00","0.00","0.00","500.00","3.00","0.00","0.00","50.00"
"460","612","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"461","613","0.00","400.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"463","614","1317.00","0.00","0.00","0.00","3.00","0.00","0.00","0.00"
"464","580","0.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"465","615","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"466","662","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"467","617","1600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"468","537","100.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"469","538","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"470","539","2350.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"471","540","0.00","700.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"472","541","-1050.00","0.00","0.00","0.00","0.00","0.00","0.00","-250.00"
"473","542","5500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"474","543","0.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"475","544","700.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00"
"476","545","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"477","546","0.00","1200.00","0.00","500.00","3.00","0.00","0.00","0.00"
"478","547","-1050.00","0.00","0.00","900.00","1.50","0.00","0.00","-250.00"
"479","548","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"480","549","0.00","0.00","0.00","800.00","3.00","600.00","3.00","0.00"
"481","550","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"482","551","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"483","552","350.00","0.00","0.00","700.00","3.00","0.00","0.00","0.00"
"484","553","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"485","554","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"486","555","2000.00","0.00","0.00","1350.00","3.00","600.00","3.00","0.00"
"487","556","4000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"488","557","0.00","700.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"489","558","-1050.00","0.00","0.00","0.00","0.00","0.00","0.00","-250.00"
"490","559","0.00","700.00","0.00","900.00","3.00","600.00","3.00","0.00"
"491","560","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"492","561","2200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"493","562","9500.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"494","563","5250.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"495","564","0.00","0.00","0.00","500.00","3.00","600.00","3.00","0.00"
"496","565","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"497","566","3600.00","0.00","0.00","1200.00","3.00","600.00","3.00","0.00"
"498","567","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"499","568","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"500","569","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"501","570","0.00","0.00","0.00","1000.00","3.00","0.00","0.00","0.00"
"502","571","3050.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"503","572","1050.00","0.00","0.00","1100.00","3.00","600.00","3.00","50.00"
"504","573","5900.00","0.00","0.00","500.00","3.00","600.00","3.00","0.00"
"505","574","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"506","575","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"507","576","2300.00","0.00","0.00","1350.00","3.00","600.00","3.00","0.00"
"508","577","0.00","0.00","0.00","1400.00","3.00","600.00","3.00","0.00"
"509","578","1550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"510","579","1050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"511","493","6400.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"512","494","3900.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"513","495","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"514","496","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"515","497","0.00","0.00","0.00","2000.00","3.00","600.00","3.00","0.00"
"516","498","5950.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"517","499","9500.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"518","500","3100.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"519","501","1700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"520","502","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"521","503","3600.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"522","504","1900.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"523","505","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"524","506","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"525","507","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"526","508","2550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"527","509","1500.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"528","510","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"529","511","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"530","512","900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"531","513","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"532","514","0.00","0.00","0.00","900.00","1.50","0.00","0.00","-1350.00"
"533","515","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"534","516","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"535","517","0.00","0.00","0.00","500.00","3.00","0.00","0.00","0.00"
"536","518","2400.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"537","519","2700.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"538","520","700.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"539","521","1700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"540","522","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"541","523","4400.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"542","524","700.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"543","525","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"544","526","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"545","527","2800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"546","528","1700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"547","529","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"548","530","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"549","531","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"550","532","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"551","533","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"552","534","200.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"553","535","0.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"554","536","1100.00","0.00","0.00","700.00","1.00","0.00","0.00","-1350.00"
"555","459","6600.00","0.00","0.00","1000.00","3.00","600.00","3.00","0.00"
"556","460","617.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"557","462","6200.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"558","461","616.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"559","463","300.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"560","464","900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"561","465","500.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"562","466","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"563","467","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"564","468","0.00","0.00","0.00","1300.00","3.00","600.00","3.00","0.00"
"565","469","2150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"566","470","300.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"567","471","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"568","472","3700.00","0.00","0.00","700.00","3.00","0.00","0.00","0.00"
"569","473","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"570","674","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"571","474","0.00","0.00","0.00","1000.00","0.75","0.00","0.00","-1350.00"
"572","475","1900.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"573","476","850.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"574","477","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"575","478","0.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"576","479","700.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"577","480","0.00","0.00","0.00","700.00","3.00","0.00","0.00","0.00"
"578","481","550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"579","482","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"580","483","0.00","0.00","0.00","500.00","3.00","600.00","3.00","0.00"
"581","484","2400.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"582","485","4450.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"583","486","1300.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"584","487","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"585","488","5000.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"586","489","2300.00","0.00","0.00","1350.00","3.00","600.00","3.00","0.00"
"587","490","2300.00","0.00","0.00","1350.00","3.00","600.00","3.00","0.00"
"588","491","4650.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"589","425","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"590","426","9100.00","0.00","0.00","900.00","3.00","0.00","0.00","0.00"
"591","427","7550.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"592","428","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"593","429","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"594","430","500.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"595","431","0.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"596","432","1400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"597","433","2100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"598","434","4000.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"599","435","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"600","436","1000.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"601","437","1900.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"602","438","5100.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"603","439","20050.00","0.00","0.00","1000.00","3.00","600.00","3.00","0.00"
"604","440","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"605","441","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"606","442","6650.00","0.00","0.00","1000.00","3.00","600.00","3.00","0.00"
"607","443","1350.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"608","444","2649.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"609","445","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"610","446","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"611","447","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"612","448","0.00","0.00","0.00","1300.00","3.00","600.00","3.00","0.00"
"613","449","3250.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"614","450","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"615","451","300.00","0.00","0.00","1100.00","3.00","600.00","3.00","0.00"
"616","452","5150.00","0.00","0.00","0.00","0.00","600.00","3.00","0.00"
"617","453","0.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"618","454","2550.00","0.00","0.00","700.00","3.00","600.00","3.00","0.00"
"619","455","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"620","456","2150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"621","457","2200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"622","458","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"623","675","0.00","700.00","0.00","0.00","0.00","600.00","3.00","0.00"
"624","676","0.00","1400.00","0.00","1100.00","3.00","0.00","0.00","250.00"
"625","677","0.00","2400.00","0.00","900.00","3.00","0.00","0.00","250.00"
"626","680","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"629","400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"630","492","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"631","618","0.00","200.00","0.00","0.00","0.00","0.00","0.00","-1050.00"
"632","621","0.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"633","627","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"634","647","7300.00","0.00","0.00","900.00","3.00","600.00","3.00","0.00"
"635","679","0.00","0.00","0.00","1100.00","3.00","600.00","2.50","0.00"
"636","33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"637","682","0.00","1400.00","0.00","0.00","0.00","600.00","3.00","250.00"
"638","683","0.00","1550.00","0.00","900.00","3.00","600.00","0.00","50.00"
